标题,标题链接,缩略图,room,来自经纪人,infor,listjjr,money
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82619207008602x.shtml?compressed_params=H4sIAAAAAAAAA2VRXXOqOBj-N955SgwQuHDO1A2d9EA1YBTpjQPEitCkSgwWf_2-di92Zvci82bez-fDnOQcocAjYYDD2SxEnue6ZIaR53g-xpPmy5rDq5zjkHgu8gIPO9j1HHdimlIfL7bU85tVZXs6yPLr3yRMEC9wJrK8lusv29eH-WxyhVvSkbKsMJoSl3hTd-biafkh3Sn-8IiHQ6_2AjIp5f46ng_z9nvyeTjC-Of86enxqz9PdffLC37VX-qpter8-1r2x8N1bu6XZLfAsi9X-WYoPnZvWaPG1ZtB4Z3ndKVzkehWYJ6L-65cofP7bbsRpDJMJLyN0r51VmbUhWZiy1u7sItipZplYdhLpQYqeev7dtQrKyju26XUSCDNoo4jNfSCxhpVCWdRyln4U-PtsuOCPm52gjkdxFifulRHFEF9r5FOTevI_pFnTtG3OuWQ46ySOqR3sbStyeLW7HZvb-tz_bE-4WA91tP1wv_TN_52d862PdQ6mgpWx2pM98fhNrUNkZv327dKbvfvlu5tk_mv79ndZpeFOvLpcSD7DblUdrT-65gW0BMbRmPBHhoBzzy669wBvqroH7jzKOYhQefn6lOf0j_nkbxb9pfUbfwNWnVawH3QrR9rpPKqMyxrbBtu-TPtbAkaDi--YWGhkMJ6oNg29Qr0SntWA1dV6LxOwB8Evqx66PsvDugbdK5AG_XAuNc_WEWgmS5gPoW-WJyKWEQ0jgYf3uVoEemjjA91eXl5pSTZZDy2qLgIpjqT07vJ9WAAK-xLdQ7YWTSAb5izWvKIdrALvAFexy3MUPAOHPuJFHg7sW3jyj6ThUZ0y1GU8FMBPCJkRgLco60elORoiXqW5bA3Ef_sjEGr_3sfkQB82IvRLhTzF6rhj5fzkcJO52_jqU4qngMAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,998元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82341193118556x.shtml?compressed_params=H4sIAAAAAAAAA11Sy3LiMBD8G24kFsIPHaitEDklYsCyEa9cKL_AyLECFjKYr99xLlu1B1nWSDPd09P6nE8Q8myXeJiMRgTZ9njsjjCyLdvBeFD-GF3M8gkmGF5YlmtbBBHXGegyUaerSdTkbupEnos8-fkXhAzX9qxBntyS1Y9psmIyGtwAa3x0isT2yHDsJcfh-EhGQwL4w7TwXHR0vcLJySDJD7fuUkzkY_BdnCD9e_L62v9l3-eserG9l-ynfpWmvvy5Jc2puE308zrfTXHeJOF23e6Pu0Vc1l240Ig8FfIjxVKkGMWcLdtdEqLL132zFm6qmZhz6UeNtELdqb1iYsOlmZrpPqzL5V6zj7Ruac6l45hOhUZQ3MhlrpCAen7FUd02ggYKpahhBCkJ9ZgIAW_OCZ3DuRLMqmAP1LmKlE8R5B4UUpGWVt70cWbtG6kiDjHO0lwRisTSSB0HUu92i8Xqkh1XZ-ytumy4mjqfTelsdpd408BdRSPBsqDuosOpvQ9N6ebrr_ujnt-fD0kPpoyd2Vf8NPF1Wp_48NS6h7V7TU1nnFkX7eFNoBkNBKM95yesVm2X84alWCHoG2pz4qLLW_qtztHnpXO_DHvPlQweoFWlRI9_d3hbgy5-pLuszwMNudMk-9CUH1vNagw1qxrFJZwd49Oo6fG2NOTbLO-154xGCvL_44HhvtfzqSTpOR7UL1fhKZaBjssQZpsLn25gBWLJ3_0lP8atFbHUZbOpOJ5P92DW5szvrKvt01YlOFJTjPgUhz33vg6X6Z4DFsz1Cf4IVD_P31m5xcPvecGsq98d5iPm0G_JQVfOSKiZj-uu3vC3OlTgmd5juvsYQk-R2VrYMJM2wK2vCbzBJ6rSEr7nCvoi4A0arBfxAby4BQ1ysxWAQ5Fhbqm6u_MXBGOrk58DAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        28㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/50641012821256x.shtml?compressed_params=H4sIAAAAAAAAA12SXXOiMBSG_413tATK14WzUxu2cVEIiiK9cQLxKzTRgkHh1-9xe7EzvWACb3JO3vO8tCc-RqbjIsu0HMsKkOO8vPiu7Vmmb_n26HjW7W7Kx5bjmqbpBY6HkO17aNQemTp8aabGNy2ZOO04O_8XocJzfHPE2ZUtz7qpdmNrdIW7PM8zncBChuNYpvGyR8wovfLFKCtW7U3m7KydPWJ8e-0vu7G4jz53Byj_HD8_P96qz1NVPzn-U3WWz0LLy68raw6767gdvmabic0bluSrrthv5ouj7JN5i-Ka5mGqBB4aUaUqj7sNS9Dl47ZeZV7ZkqCWJE41oZO2l7bs1ZoKs5CnItF5gNo-LnSeFaoLB5mbqQqw3YiYK5QhRcKaItk1GY4efZXI4LvkFOFUoWCmQjx7aBkxa1gjdapT0BDUbhVSaStM3jx0YhaNUClFaqC5nKka8yzWol1Eot1s5vPlpdovT7a_7CtjOXH_NEd3vbks1g3s1TjNiIpkn24P3c3QR4-vPm53ObsNd4G3-rhwpx-LQS--jM1HdP9x7gp-1vCAh3IAjyklcL8IYZYSqTxLaIC77EDfLuQtbV_f32U8NZo8rpV3Tb9nw5E8VrbOcU07CexuR8UKYFbabV91jQjXwCttHqxI0Mm8BL84gd61InFHUQYsIRdU2ZDTDx9xqggGnlXRPDx-84sUs-tG4ARY2xTYt6BloScu2BMrPp2rOInimQzawijCw3QdF97cIUVE88xXpPIVkn5DHtzxoFCYUCEhh4BDhjwDHfxtYS_azAo4Az6R-l4J_Es1nlFkwizg81RwSqq6JTBzj9cyn04o4xPZebnOI5f28aAhm389QwysoBOrIX-8pSi2VQbZ9QlfvdaRhpn1629XkpLLXJea3Fya_QWYnVylnQMAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82651507746141x.shtml?compressed_params=H4sIAAAAAAAAA2VSTZOiMBD9N97cISKEHKytccNUZmA0YBSZi8WHI4ZJRsGg8Ou3dQ9btXugmuqP1--9TnssZ8h2Lc8mmEwmBDnO1LEse0oIcS08qr5Nu38tZ_ey40AeTxFxHTxqq0wfzibTs6tRmTzuy-z7bxImsONZozK7ZKtv0xT72WR0gV3Y8iaOlZNxPpkW4ymxvLEH68d5OfWcvTNBn04xysrdpT_tZ_I2-tofYPxr9vR0_yu-jkX9w_F-FN_qSRp1-nnJmsP-MmuHc7id22WTLZN1l35u3-NK9cv3FpGBJ4uIMxFy5Hea-dE2W6LTx3WzFjhv2UuuKmXzToVtj-caFRsuaWfmpauSwm6ZnxqZ2zwhMH-dc0HtRi5KjQQCrJoj1TWCBhrlYcMgL3UKe6KGqZLXNNRS1IJZNcRAH-tI-xTB7E4jHbXSKpt7nllpI3XEocJRsdSEIrEwso0D2W637--rU_G5Otreqi_Gq7n71lTuZnuKNw3UahoJ5geqj3aH7jo2FS7XH9ebCq_DTdKdqWL39SMeTHyeqwMfHzq8W-NzbnrjvvZRCj1By2ggGF3qRNSaLYAFXXJZhKBpyZEIOMHo9Jx_6WP0durxh2G_QGdw0wz6xX0_TfWzPygWg58E8ecFeGjZ-pjaRhLwUABOHj70ST-8zzSsAE8o-KgHiKmWPvipw395NAx8SRa2Tvw7x51-cBUeeD9w-egLxDENhE8Dv3PhOx8Mwo0f867Izi-vFIfrmAcGpWfBVN0mdGgT3bVJDnehkU502jC_44zYnBUl92kNWHAb0HXYwAwFnnCxRwS-0grAE-CzqFWSb-CNpGpIAUPYD-2J2KjKh3vGY8CLTBIn4g9mALr_v72PPbjDTvTYNezFNRUdgEtpkvtbIL8BHkKg8Z4DAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,699元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/50641012821256x.shtml?compressed_params=H4sIAAAAAAAAA2VSTXOjOBD9N74xQSZGcHBNjVeklIEYgWXL5OICyTGISLGRhYN__cqzh63aPXS11K3XH-_JdGIJgtCPghjG83kMFovnhe8Hz3Echz6ctV_WHF_Fcr4Ifd-H8QICEEQQzExb69PF1np5s6qW3VHUX_8GHQIuIn8m6mu9-bIDPy7ns6vrFdVRDWoeedDnwHv-mNdeJJrQEz7kz_NjHIk5mNXicJ3Ox6X8nn0eTw7-uXx6epz4Z8f7H4voB_9ST9Kq889rPZyO16W5X7L9KhBDnbPtWH3s38pWTfmbAeuesKTQEt0HyQvN1uO-zsH5_bbbUtgY_NKoVgVkVJmZ4EoDviMSjXYlQsV4YHBSWdkEhMUZAbcVoSgY5FpoQIHGSU-AGgeK0kddLam7N4IAVGgQZzpB2SNGsd87n-quL1wMOOxBA10Y6YvhEcd-NUhdEJchgOc6RoKurTRlKs1-__a2OfOPTRdEm4l7m1X4e2jD3f5c7gaX61FBcZKqqTicxptnWyi277dvld3u3xIdbFuGr-_l3ZaXlToR7zTCwxZeGjvZ8HUqKvcmNRilFKNcM9prvB4JoBVhNHdc9ANWKYkhOP9qPnVX_D5P8N3iv4SW6bfG7j11_SeeKfwSEklzx6FHpHYcEo90IiRsnRsMGWltY7F2vKHA7VcMmDtOkCDM7wnWd-1skKr6zxxCY1QQ7N-JbB4zHvSfWWmkMXc6JLnDpbSrUpqgNBlDZ5eTBXBISjLy-vLyimC2LUlqQXWhWPWGobthejSscbo4nZiuBpyMBMcBwVyQBPWultPG7XXaOQxyczrF_njk9vbT4RcKFIahAvGOgJTprqosewkNDhvF1M5KmimQ3C1uAuv-HP2nZuq4-r_2CYycDgc66VGPJVMPfkbYur1GBfTfj0OlPZ4DAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82619092008669x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAxA0dtkduKY4MEHYO4BKquOCkgQIESI25et63_6dTLx2EGPnDgE9kSRADAycwfJjaXVPJg8TBG8R4SAAcnVUdfv3nSVqy06T9m0_ONzJOrBmZ76Ku34ZAGn9j7vLcv2A590Lql1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        27㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,699元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/50641012821256x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAwAwN9ktkOMzeAHMPcBlVVHQCUIEKKqv2831pOuLq5I0hGDYIwDEiXCFDH1kojDXFrNo2ukHgB4IEbshDHU2bbpaLbpp632XrJbufE_mASC22WP0s5XVgjmz-u7Z91_-SP2IXUAAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82619171547613x.shtml?compressed_params=H4sIAAAAAAAAA0XLQQ7CIBAF0Nuw5sNMoYs5gGsPYCYOkZpYqpQ03r7u3L7k9cUEnCMnnxHCDGZiUABNmTi52kYvF5M4JyYggnwgmuB61fXxHrrKMV76XIpp--NvJM7eme56beNzL-Kd2m3_bkW2E26CCsJ1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        24㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,950元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82341193118556x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAxA0dtkdhK7jgcfgJkDIAtHtEg0hTSquD3dWL_e74trREYuGTAliURIqaBMiTJQmNvo9eKaJctJgAkkCk-hz7Y-3sNWPcbLnkt1a_94HkwFgttu1zY-96oQzG_7d6u6_QAuQa6ldQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        28㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82619207008602x.shtml?compressed_params=H4sIAAAAAAAAA0XLPQ4CIRAG0NtQDzCfQDEHsPYAZuKQ_UlcVllivL3b2b7k9cXEc-KUI3EIxQOMkLlcAiLBzW30ejWJJYE98omRQez6rNv0GrrJZzx1Xapp--M5EjI500NvbbwfVcip3Y_vXmX_Ad0fYIZ1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,998元/月
西城路农贸市场附近多套单间独卫带烧饭，家电齐全，可月付！,https://wz.58.com/zufang/83369154186971x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAwAwN9ktlMbJ4Mf0LkPqCwcFSpBaEOE-H3Zup50bXZFTjcWSBhjRmZipIg0JGIJU-2t3F0JBAkyZLwYo4Q22fr6dFv16Iu95-JW_3gN4QTBbbdH7d-xKATz535uRbcfHbz063UAAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        35㎡,"优家盛开                            
                                                    
                                                                陈伟",西城路87号院,陈伟,1000元/月
西站免中介费美美时尚广场对面1室1卫1厨出租,https://wz.58.com/zufang/81648820400093x.shtml?compressed_params=H4sIAAAAAAAAA0WLMQ7DIAwAf8NsDAZ38AM65wGRVaOSSg1pCar6-7J1ueF01zcTD5Q8AhLixRPFyClkBEYOrrbRy9UkMM0khZR9jhOuV93vr6G7fMZTH1sxbX85j0wMzvTUpY33rQg4tfX8HkWOH12OW9R1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        20㎡,"新贵物业                            
                                                    
                                                                潘新平",杏花长运安全小区,潘新平,700元/月
现场实拍，免费看房广化桥一室一卫一厨一厅880起家电齐全,https://wz.58.com/zufang/83050258271322x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAxA0dtkdlLbIYMPwNwDVBaOgEoQ2hAhbg-dOn3pSb_OJp595C4Rh5A8ERJCYuJf3FRazb0JwgMoAXpkDhzB1UnX8dN0laMt-p6zafnjfUTqwJnu-iztO2QBp_bazy3LdgHvlSPldQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        35㎡,徐琼敏,西城路87号院,徐琼敏,950元/月
新街公寓 1室1厅1卫 电梯房 配套齐全 精装修,https://wz.58.com/zufang/83393798083675x.shtml?compressed_params=H4sIAAAAAAAAA0WLSwqFMAwAb9N1qk1qFzmA63eARzDFD2jVWsTbqys3MzAweVS2ZD01AamqgkV06CAQ0iszpJJjq-zAO6QaLRDBA5MHWfqtyMJnmWUao0r64nN4bMCoHPJLZe8igxH9H9caeb0BNjx9DXUAAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        39㎡,"君勇房屋介绍所                            
                                                    
                                                                王素兰",新街公寓,王素兰,800元/月
新县前大楼 1室1厅1卫,https://wz.58.com/zufang/83197702740187x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAwAwN9kthObJIMfwNwHVBaOCpUgtCFC_T1sXU-6tpggJo45hex9Rmai6AMy8BCCm2tvZTQhoEw3wBARAJNrs26vT9dNzr7qeymm9Y_3iJzAmR76qP07FQGn9jx-e5H9AoN7p3d1AAAA,https://pic5.58cdn.com.cn/house/image/publish/house/image/publish/n_v341a638b7aeba44799ca842c9f8e5c339.jpg?w=240&h=180&ss=1&crop=1&cpos=middle&t=1&srotate=1,1室                        25㎡,,新县前大楼,,800元/月
晏公殿巷16弄小区 1室1厅1卫,https://wz.58.com/zufang/83382412192989x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwAwN9ktuPYSQY_gJkHIAtHtEg0hTRC_B421pNurK6IhXMtVGOsyJxSjoQMLERh6XO0k2uCTAiCKCKJIoax2HZ7Ttv0PR92X5tb_-NvZC4Q3A479_m6NoVgfjk-e9P9C9JdrT11AAAA,https://pic3.58cdn.com.cn/house/image/publish/house/image/publish/n_v338a50308a2724e9082d527a7a134083d.jpg?w=240&h=180&ss=1&crop=1&cpos=middle&t=1&srotate=1,1室                        30㎡,,晏公殿巷16弄小区,,1000元/月
晏公殿巷16弄小区 1室1厅1卫,https://wz.58.com/zufang/82705906526043x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwAwN9kju26sQc_gJkHIAtHtEg0hTRC_B421pOur2EAwkWFFFGBeZoKEnDmmSgtbfR6CiOVmYFIAYUwY-qLb7fn8M3e4-H3tYa3P_5GYckp_PBzG69rtZw8Lsdnr7Z_ATlNKmh1AAAA,https://pic4.58cdn.com.cn/house/image/publish/house/image/publish/n_v375696c7debf94aa5a79bbf80b272e8a1.jpg?w=240&h=180&ss=1&crop=1&cpos=middle&t=1&srotate=1,1室                        40㎡,,晏公殿巷16弄小区,,750元/月
"晏公殿巷47,75弄小区 1室0厅1卫",https://wz.58.com/zufang/60096032379683x.shtml?compressed_params=H4sIAAAAAAAAA0XLOw7CMAwA0Ntkdhwbx0MOwMwBkIWjfiSaQhpV3B421ie9vniJMbNoToqokZlIMEUGvqQU5jZ6vXpJIoAMxEoEETX02bbpNWwr53jaulS39sffEM4Q3A67tfF-1ALB_H589lr2L1V0lMB1AAAA,https://pic4.58cdn.com.cn/house/image/publish/house/image/publish/n_v344aa96aea79142719efc3917c7be134f.jpg?w=240&h=180&ss=1&crop=1&cpos=middle&t=1&srotate=1,1室                        20㎡,,"晏公殿巷47,75弄小区",,800元/月
扬舲连锁公寓 温州人的浪漫,https://wz.58.com/zufang/59597804400396x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7DIAxA0dswg7ExDD5A5x6gsmrUJFJDWoKi3L7Z-scn_T6bBM4lRoarEogQCQsCZ0rZTW30ejOJ7BMyA5cQAHxyfdL19Rm6yjHeuszVtP3xOpiyd6a73tv4Pqt4p_bYz63K9gMD29tLdQAAAA==,https://pic1.58cdn.com.cn/anjuke_58/68c54de586da9adf9469da27a3059ee1?w=240&h=180&ss=1&crop=1&cpos=middle&w=240&h=180&crop=1&t=1&srotate=1,1室                        15㎡,"扬舲公寓房产                            
                                                    
                                                                田健",鹿城路34-36号楼,田健,1000元/月
阳光充足 采光好 独立卫浴 房间宽敞明亮,https://wz.58.com/zufang/82630020885466x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAxA0dtkNg5O4sEHYO4BKquOCkgQIESI25et63_6dTLpfIDkOTIid0Q9AfiemQNEN5ZW82DycEgAgIw-IgVXR12_e9NVrrboPGXT8o_PESmBMz31VdrxyQJO7X3eW5btBznPcz11AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        30㎡,"扬舲公寓房产                            
                                                    
                                                                田健",小南路82号楼,田健,998元/月
一室一厅一卫一厨 户型多样，阳光充足 采光好 独立卫浴,https://wz.58.com/zufang/82629710516443x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwAwN9ktuM4TgY_gJkHIAtHtEg0hTRC_B421pNurK7IhVigYIwVmRNjiphySSxh6XO0kytVyZKBIAJRJQhjse32nLbpez7svja3_sffEC4Q3A479_m6NoVgfjk-e9P9C3jV6ft1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        30㎡,"扬舲公寓房产                            
                                                    
                                                                田健",小南路82号楼,田健,951元/月
一室一厅一卫一厨 户型多样，阳光充足 采光好 独立卫浴,https://wz.58.com/zufang/82630238098522x.shtml?compressed_params=H4sIAAAAAAAAA0XLPQ7CMAxA4dtkThwbO4MPwMwBkIWj_kg0hTRC3J5uLG_4pNcX11SQE8UkACURIVFGiJgZIMxt9Hp1zYUvAiwZ6Kxg6LNt02vYpp_xtHWpbu2P58EkMbgddmvj_agag_n9-O5V9x-wbrwwdQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        30㎡,"扬舲公寓房产                            
                                                    
                                                                田健",小南路82号楼,田健,998元/月
医院就医租房临时短租月付从优 学院路眼视光医院 医科大学附近,https://wz.58.com/zufang/82726605320667x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAwAwN9kdhxsnMEP6NwHVFYdFZBKaEOE-H3Zup50bXaNQBwRkBBzJBoG4TQiCEoKU-2t3FxTlhz5Es6MCTi0ydbXp9uqR3_bMhe3-sdrjCQQ3Ha71_59FoVg_tjPrej2A7NijCd1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        38㎡,"币时代房产                            
                                                    
                                                                郭秀琴",湖萃湾,郭秀琴,1000元/月
银泰百货温州世贸中心 月付可短租家电全拎包入住,https://wz.58.com/zufang/83109926584925x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAxA0dtkdhxbTgYfgJkDIAtHtJVoCmlU9fZ0Y_1Pv8-usZBEhpgRS2Qm5kQIlAQxTG30enMlSBdL4SyZACT0ydbXZ9iqx3jbMle39o_XIZwhuO12b-P7rArB_LGfW9XtB1IdeQh1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        39㎡,蒋明星,马鞍池社区,蒋明星,800元/月
银泰百货温州世贸中心（月付）附近多套房源出租 可短租月付,https://wz.58.com/zufang/83412424795355x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwAwN9kdmPHrgc_gJkHIAtHtEg0hTRC_B421pOur2ETMsyoojnrVAoVACRVZZC0tNHrKYxAWEkkqyAxY-qLb7fn8M3e4-H3tYa3P_6GlBlS-OHnNl7XapA8Lsdnr7Z_AXI2_QJ1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        39㎡,陈春蕾,马鞍池社区,陈春蕾,800元/月
月付短租附二医飞霞南路银泰马鞍池人民路带厨房家电齐全拎包入住,https://wz.58.com/zufang/56609494771480x.shtml?compressed_params=H4sIAAAAAAAAA0XLPQ6DMAxA4dtkNnZ-8OADMPcAlVVHBSQIECLE7cvW9el7dTLpKEJPnBiRuxB8ACDPzBGSG0ureTAhwkdQ9BHZAyZXR12_e9NVrrboPGXT8o_PkUIPzvTUV2nHJws4tfd5b1m2H1j0iYp1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        30㎡,"币时代房产                            
                                                    
                                                                徐章华","蒲鞋市68,76弄小区",徐章华,950元/月
招贤小区 1室1厅1卫,https://wz.58.com/zufang/83185148641501x.shtml?compressed_params=H4sIAAAAAAAAA0XLOw7CMAwA0NtkdvwhzuADMHMAZJGoH4mmkEaI29ON9UmvL8ViVElZKSPmKMKckKKAXIjC3Eav12IMnPQURciATKHPvk2v4Zt9xtPXpRZvfzxHEoVQ_PBbG-9HNQhe7sd3r7b_APIeK1N1AAAA,https://pic8.58cdn.com.cn/house/image/publish/house/image/publish/n_v33d68a3a9848a4673b0f407d10f8eb46b.jpg?w=240&h=180&ss=1&crop=1&cpos=middle&t=1&srotate=1,1室                        25㎡,,招贤小区,,980元/月
自己房子 水心五马周边 电梯公寓 温馨复式 欢迎入住,https://wz.58.com/zufang/60483447797778x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAxA0dtkTuo4tgcfgJkDIAtHtEg0hTSquD3d-OOTfl9cE7EA0HQmCTFnzJInYiwc5jZ6vbgCJ2GQAiASC6XQZ1sf72GrHuNlz6W6tT-eByHH4LbbtY3PvWoM5rf9u1XdfgzTX_l1AAAA,https://pic3.58cdn.com.cn/anjuke_58/a451521a31adbeba401d8315efb6aae9?w=240&h=180&ss=1&crop=1&cpos=middle&w=240&h=180&crop=1&t=1&srotate=1,1室                        18㎡,"扬舲公寓房产                            
                                                    
                                                                田健",鹿城路34-36号楼,田健,998元/月
自己房子 五马周边 电梯公寓 独门独户 24小时管家服务,https://wz.58.com/zufang/60514731170714x.shtml?compressed_params=H4sIAAAAAAAAA0XLOw7CMAwA0Ntkjp0YO4MPwMwBkIWjfiSaQhpV3B421ie9vrgCSSKOAogFiDJBRsgXycRhbqPXq2sSTJJTiSRIXDj02bbpNWzTczxtXapb--NvMEkMbofd2ng_qsZgfj8-e9X9C-PJHjp1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        19㎡,"扬舲公寓房产                            
                                                    
                                                                田健",温州大厦,田健,999元/月
自己房子，押一付一，电梯房，管家服务，拎包入住。,https://wz.58.com/zufang/59972845280691x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQrDMAxA0dt4tiSrtgcdoHMOEERlmhQaJ3FM6e3rrdOHB7-tJgCJY06UETMwhxCRgD3fiNxSeyt3E4rDEzIABhxxbdHteXTd5NPf-lqLaf3jOCIn70wvnWo_H0W8U5uv715k_wFuGZYEdQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        18㎡,"扬舲公寓房产                            
                                                    
                                                                田健",鹿城路34-36号楼,田健,950元/月
自己房子出租 不要中介费 没有隐形消费 绝不坑人,https://wz.58.com/zufang/59960946001829x.shtml?compressed_params=H4sIAAAAAAAAA0XLPQ7DIAxA4dswE7BjPPgAnXuAyopRfqSGtARFvX3Z8sZPenU1GShxjBR6PCACIDAESjgmt5RW88MkEgZGBh-JAcC7uug-f5rucrW3bms2LTf2gzB5Z3rqs7TvlMU7tdf5O7IcfxMax9h1AAAA,https://pic4.58cdn.com.cn/anjuke_58/4a6ffd11cb00c853e6353607ae5f7ccc?w=240&h=180&ss=1&crop=1&cpos=middle&w=240&h=180&crop=1&t=1&srotate=1,1室                        15㎡,"扬舲公寓房产                            
                                                    
                                                                田健",鹿城路34-36号楼,田健,999元/月
自己房子电梯公寓，温馨复式，拎包入住可以商住俩用，性价比超高,https://wz.58.com/zufang/58558859047973x.shtml?compressed_params=H4sIAAAAAAAAA0WLSQ7DIAwAf8OZxY7h4Af03AdUVo2ySA1pAUX5fblljqOZuio7iikE8oPkEAEQEniKOEWzlF7zQzkgBUjeE9jJjszURfb522Xns39kW7NKueU4CKM1Kk2epf_ema0RfbXryHz8AVHi-TZ1AAAA,https://pic8.58cdn.com.cn/anjuke_58/11b1bdbdcaece09e4356e9b6778f25b2?w=240&h=180&ss=1&crop=1&cpos=middle&w=240&h=180&crop=1&t=1&srotate=1,1室                        18㎡,"扬舲公寓房产                            
                                                    
                                                                田健",鹿城路34-36号楼,田健,998元/月
